"location_name","location_type","location_fips_code","population","state","county","metro","year","month","rent_change_mom","rent_change_yoy","rent_change_pandemic","price_overall","price_1br","price_2br"
"San Mateo, CA","City",668252,104165,"California","San Mateo County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.0149,0.0338,-0.0152,3186,2821,3535
"Santa Ana, CA","City",669000,311379,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA",2024,11,-0.002,-0.0228,0.2452,2179,1911,2253
"Santa Clara, CA","City",669084,128058,"California","Santa Clara County","San Jose-Sunnyvale-Santa Clara, CA",2024,11,-0.0166,0.0412,0.0606,3048,2771,3176
"Santa Clarita, CA","City",669088,225850,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA",2024,11,-0.0105,-0.0143,0.2229,2439,1981,2411
"Santa Maria, CA","City",669196,109543,"California","Santa Barbara County","Santa Maria-Santa Barbara, CA",2024,11,-0.0271,-0.0314,0.341,1735,1430,1631
"Santa Monica, CA","City",670000,92168,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA",2024,11,0.0126,-0.0286,-0.0397,2470,2338,2803
"Santa Rosa, CA","City",670098,178221,"California","Sonoma County","Santa Rosa-Petaluma, CA",2024,11,-0.0016,-0.0123,0.1707,1904,1463,1971
"Simi Valley, CA","City",672016,126153,"California","Ventura County","Oxnard-Thousand Oaks-Ventura, CA",2024,11,-0.0133,0.0265,0.2728,2808,2259,2701
"South San Francisco, CA","City",673262,65596,"California","San Mateo County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.0098,0.0085,-0.0898,2702,2227,2920
"Sunnyvale, CA","City",677000,154573,"California","Santa Clara County","San Jose-Sunnyvale-Santa Clara, CA",2024,11,-0.0084,0.0422,-0.0258,3069,2776,3258
"Temecula, CA","City",678120,110114,"California","Riverside County","Riverside-San Bernardino-Ontario, CA",2024,11,-0.0126,-0.017,0.249,2214,1739,1931
"Thousand Oaks, CA","City",678582,126532,"California","Ventura County","Oxnard-Thousand Oaks-Ventura, CA",2024,11,-0.0163,0.0058,0.2334,2803,2452,2705
"Union City, CA","City",681204,69502,"California","Alameda County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.0091,0.019,0.0292,2655,2342,2607
"Upland, CA","City",681344,78847,"California","San Bernardino County","Riverside-San Bernardino-Ontario, CA",2024,11,-0.0177,-0.0118,0.2683,2061,1794,2090
"Vacaville, CA","City",681554,101631,"California","Solano County","Vallejo, CA",2024,11,-0.0104,0.0188,0.1895,2373,1841,2260
"Vista, CA","City",682996,98392,"California","San Diego County","San Diego-Chula Vista-Carlsbad, CA",2024,11,0.0015,0.0083,0.38,2323,2056,2303
"Walnut Creek, CA","City",683346,69809,"California","Contra Costa County","San Francisco-Oakland-Berkeley, CA",2024,11,-0.0115,-0.0028,0.0081,2650,2368,2905
"Auburn, WA","City",5303180,85623,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0079,0.0184,0.2821,1570,1324,1630
"Bellevue, WA","City",5305210,150606,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0122,0.0497,0.133,2330,2107,2443
"Bothell, WA","City",5307380,47917,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0131,-0.0013,0.2029,2338,1997,2366
"Bremerton, WA","City",5307695,43983,"Washington","Kitsap County","Bremerton-Silverdale-Port Orchard, WA",2024,11,-2e-04,0.0619,0.2268,1614,1198,1703
"Edmonds, WA","City",5320750,42705,"Washington","Snohomish County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0033,0.0036,0.1872,1991,1794,2005
"Everett, WA","City",5322640,110847,"Washington","Snohomish County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.006,0.0107,0.2245,1675,1472,1702
"Federal Way, WA","City",5323515,99614,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0086,-0.0065,0.2382,1762,1430,1810
"Fife, WA","City",5323795,10887,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0034,-0.039,0.2449,1820,1557,1901
"Issaquah, WA","City",5333805,39400,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0279,0.0315,0.1535,2527,2125,2502
"Kennewick, WA","City",5335275,83823,"Washington","Benton County","Kennewick-Richland, WA",2024,11,-0.0091,0.015,0.3319,1309,1103,1344
"Kent, WA","City",5335415,135169,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0034,0.0012,0.1812,1714,1412,1743
"Kirkland, WA","City",5335940,92015,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0238,0.0324,0.1567,2398,2087,2462
"Lacey, WA","City",5336745,56263,"Washington","Thurston County","Olympia-Lacey-Tumwater, WA",2024,11,-0.0065,-0.025,0.1105,1702,1398,1604
"Lakewood, WA","City",5338038,63142,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0149,-0.0218,0.1627,1396,1227,1484
"Lynnwood, WA","City",5340840,39867,"Washington","Snohomish County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0134,0.007,0.2063,1744,1498,1795
"Mountlake Terrace, WA","City",5347490,21350,"Washington","Snohomish County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0045,0.0294,0.2055,2012,1867,2012
"Olympia, WA","City",5351300,55151,"Washington","Thurston County","Olympia-Lacey-Tumwater, WA",2024,11,-0.0033,-0.0067,0.2021,1580,1293,1609
"Puyallup, WA","City",5356695,42610,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0015,0.0018,0.2332,1787,1574,1801
"Redmond, WA","City",5357535,73728,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0122,0.0297,0.0908,2201,2039,2293
"Renton, WA","City",5357745,105355,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0136,-0.0147,0.1985,2001,1757,2096
"Richland, WA","City",5358235,60867,"Washington","Benton County","Kennewick-Richland, WA",2024,11,-0.0037,0.0203,0.3226,1566,1305,1566
"Seattle, WA","City",5363000,734603,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0128,0.0041,-0.0077,2026,1890,2359
"Shoreline, WA","City",5363960,58673,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0081,0.0137,0.1305,1966,1667,2086
"Silverdale, WA","City",5364365,21774,"Washington","Kitsap County","Bremerton-Silverdale-Port Orchard, WA",2024,11,0.0031,0.0672,0.2051,2266,1921,2185
"Spokane, WA","City",5367000,227922,"Washington","Spokane County","Spokane-Spokane Valley, WA",2024,11,-0.0096,-0.0166,0.2863,1147,913,1213
"Tacoma, WA","City",5370000,219234,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0089,0.014,0.1783,1610,1375,1718
"Vancouver, WA","City",5374060,190700,"Washington","Clark County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0078,-5e-04,0.2171,1659,1418,1645
"Wenatchee, WA","City",5377105,35365,"Washington","Chelan County","Wenatchee, WA",2024,11,-0.0044,0.0261,0.2278,1289,1096,1304
"Beaverton, OR","City",4105350,97554,"Oregon","Washington County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0211,0.0409,0.2069,1695,1450,1740
"Bend, OR","City",4105800,99442,"Oregon","Deschutes County","Bend, OR",2024,11,-0.0111,-0.0083,0.1704,1731,1284,1554
"Eugene, OR","City",4123850,176755,"Oregon","Lane County","Eugene-Springfield, OR",2024,11,-0.0113,0.0279,0.2264,1199,958,1255
"Gresham, OR","City",4131250,113525,"Oregon","Multnomah County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.007,0.0287,0.2084,1534,1309,1555
"Hillsboro, OR","City",4134100,106612,"Oregon","Washington County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0125,0.0229,0.2174,1736,1543,1703
"Lake Oswego, OR","City",4140550,40457,"Oregon","Clackamas County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0194,0.0559,0.2621,2072,1814,2197
"Portland, OR","City",4159000,646101,"Oregon","Multnomah County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0111,0.0103,0.0014,1550,1408,1670
"Salem, OR","City",4164900,175754,"Oregon","Marion County","Salem, OR",2024,11,-0.0096,-0.0214,0.24,1271,984,1290
"Tigard, OR","City",4173650,55161,"Oregon","Washington County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0168,0.0121,0.1682,1719,1469,1706
"Tualatin, OR","City",4174950,27804,"Oregon","Washington County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0091,0.0175,0.1795,1688,1599,1721
"Wilsonville, OR","City",4182800,25992,"Oregon","Clackamas County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0118,0.015,0.2316,1740,1491,1754
"Boise, ID","City",1608830,234192,"Idaho","Ada County","Boise City, ID",2024,11,-0.0171,0.0135,0.309,1257,1087,1252
"Coeur d'Alene, ID","City",1616750,54599,"Idaho","Kootenai County","Coeur d'Alene, ID",2024,11,-0.0128,0.0166,0.2688,1263,929,1173
"Avondale, AZ","City",404720,89214,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0098,0.0155,0.2212,1359,1096,1286
"Chandler, AZ","City",412000,275618,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0116,-0.014,0.2444,1622,1398,1576
"Flagstaff, AZ","City",423620,76177,"Arizona","Coconino County","Flagstaff, AZ",2024,11,-0.029,-0.0368,0.3064,1612,1430,1614
"Gilbert, AZ","City",427400,267267,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0089,-0.038,0.2192,1731,1435,1566
"Glendale, AZ","City",427820,248083,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0093,-0.0455,0.259,1301,1118,1250
"Goodyear, AZ","City",428380,97542,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0051,-0.0246,0.2333,1619,1323,1573
"Mesa, AZ","City",446000,503390,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0102,-0.022,0.2474,1362,1187,1335
"Peoria, AZ","City",454050,191292,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0055,-0.0318,0.2119,1478,1220,1349
"Phoenix, AZ","City",455000,1609456,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0117,-0.031,0.2099,1326,1137,1356
"Scottsdale, AZ","City",465000,240537,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.002,-0.0265,0.1777,1712,1457,1713
"Sierra Vista, AZ","City",466820,45212,"Arizona","Cochise County","Sierra Vista-Douglas, AZ",2024,11,-0.0328,0.019,0.3752,1314,929,1092
"Surprise, AZ","City",471510,145591,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0082,0.0168,0.231,1756,1310,1629
"Tempe, AZ","City",473000,181005,"Arizona","Maricopa County","Phoenix-Mesa-Chandler, AZ",2024,11,-0.0139,-0.0272,0.2002,1343,1222,1373
"Tucson, AZ","City",477000,541033,"Arizona","Pima County","Tucson, AZ",2024,11,-0.0067,-0.0219,0.3592,1082,903,1158
"Bozeman, MT","City",3008950,53500,"Montana","Gallatin County","Bozeman, MT",2024,11,-0.0078,-0.0316,,1514,1105,1443
"Draper, UT","City",4920120,50635,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.013,1e-04,0.2755,1904,1684,1848
"Layton, UT","City",4943660,81726,"Utah","Davis County","Ogden-Clearfield, UT",2024,11,-0.0284,-0.0581,0.2326,1256,1050,1229
"Millcreek, UT","City",4950150,63520,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.0188,-0.0299,0.2448,1395,1168,1350
"Orem, UT","City",4957300,97100,"Utah","Utah County","Provo-Orem, UT",2024,11,-0.0165,-0.0239,0.2515,1379,1226,1246
"Salt Lake City, UT","City",4967000,201269,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.0195,-0.0397,0.1556,1269,1098,1387
"Sandy, UT","City",4967440,95635,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,0.0038,-0.0366,0.1909,1745,1447,1697
"South Jordan, UT","City",4970850,78118,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,0.0011,-0.024,0.2512,1821,1575,1891
"South Salt Lake, UT","City",4971070,26315,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.0073,-0.0395,0.1619,1234,1077,1299
"Taylorsville, UT","City",4975360,59729,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.0128,-0.0422,0.236,1442,1226,1410
"West Jordan, UT","City",4982950,116383,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.0098,-0.0338,0.2149,1472,1127,1386
"West Valley City, UT","City",4983470,138868,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.0261,-0.0036,0.324,1497,1166,1373
"Arvada, CO","City",803455,123066,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO",2024,11,-0.0198,-0.0204,0.1726,1715,1435,1679
"Aurora, CO","City",804000,387349,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO",2024,11,-0.0229,-0.0523,0.1994,1650,1346,1703
"Boulder, CO","City",807850,106598,"Colorado","Boulder County","Boulder, CO",2024,11,-0.0234,-0.0407,0.0909,1828,1530,1909
"Broomfield, CO","City",809280,73946,"Colorado","Broomfield County","Denver-Aurora-Lakewood, CO",2024,11,-0.0246,-0.0179,0.1692,1995,1804,2175
"Castle Rock, CO","City",812415,74065,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO",2024,11,0.0032,-0.0463,0.2331,1682,1463,1579
"Centennial, CO","City",812815,107702,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO",2024,11,-0.0089,-0.0053,0.193,1972,1733,1971
"Colorado Springs, CO","City",816000,479612,"Colorado","El Paso County","Colorado Springs, CO",2024,11,-0.0083,-0.0186,0.1834,1428,1180,1382
"Denver, CO","City",820000,710800,"Colorado","Denver County","Denver-Aurora-Lakewood, CO",2024,11,-0.02,-0.039,0.0844,1700,1504,1874
"Englewood, CO","City",824785,33634,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO",2024,11,-0.0182,-0.0184,0.1872,1483,1201,1704
"Fort Collins, CO","City",827425,168758,"Colorado","Larimer County","Fort Collins, CO",2024,11,-0.0243,3e-04,0.2058,1505,1280,1444
"Glendale, CO","City",830340,4580,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO",2024,11,-0.0292,-0.0272,0.1212,1620,1437,1818
"Golden, CO","City",830835,20461,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO",2024,11,-0.0454,-0.0497,0.1487,1714,1371,1737
"Greeley, CO","City",832155,107949,"Colorado","Weld County","Greeley, CO",2024,11,-0.0033,0.0211,0.1258,1429,1096,1412
"Greenwood Village, CO","City",833035,15537,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO",2024,11,-0.0351,-0.0577,0.1094,1912,1687,2126
"Highlands Ranch, CO","City",836410,101514,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO",2024,11,-0.0165,-0.0104,0.2395,2314,1792,2230
"Lakewood, CO","City",843000,156149,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO",2024,11,-0.0222,-0.0174,0.1815,1680,1513,1697
"Littleton, CO","City",845255,45531,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO",2024,11,-0.022,-0.015,0.2232,1551,1369,1681
"Lone Tree, CO","City",845955,13993,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO",2024,11,-0.0052,-0.0206,0.2407,1945,1802,2228
"Longmont, CO","City",845970,98282,"Colorado","Boulder County","Boulder, CO",2024,11,-0.0179,-0.0024,0.2096,1669,1395,1638
"Northglenn, CO","City",854330,37948,"Colorado","Adams County","Denver-Aurora-Lakewood, CO",2024,11,-0.024,-0.0236,0.2126,1693,1422,1758
"Parker, CO","City",857630,58733,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO",2024,11,-0.0132,-0.0156,0.2242,1897,1707,1931
"Superior, CO","City",875640,13146,"Colorado","Boulder County","Boulder, CO",2024,11,-0.0287,0.017,0.2046,2253,1730,2257
"Thornton, CO","City",877290,141799,"Colorado","Adams County","Denver-Aurora-Lakewood, CO",2024,11,-0.0205,0.0184,0.2549,1860,1624,1890
"Westminster, CO","City",883835,115502,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO",2024,11,-0.0184,-0.0145,0.2009,1701,1574,1738
"Wheat Ridge, CO","City",884440,32263,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO",2024,11,-0.017,-0.0031,0.2219,1514,1225,1528
"Albuquerque, NM","City",3502000,562551,"New Mexico","Bernalillo County","Albuquerque, NM",2024,11,-0.002,0.0222,0.4362,1209,995,1273
"Santa Fe, NM","City",3570500,87617,"New Mexico","Santa Fe County","Santa Fe, NM",2024,11,-0.0104,0.0086,0.3864,1543,1288,1613
"Lawton, OK","City",4041850,91023,"Oklahoma","Comanche County","Lawton, OK",2024,11,0.0067,0.0514,0.2474,866,605,800
"Norman, OK","City",4052500,127701,"Oklahoma","Cleveland County","Oklahoma City, OK",2024,11,-0.0224,-0.0262,0.3052,1064,863,1067
"Oklahoma City, OK","City",4055000,681088,"Oklahoma","Oklahoma County","Oklahoma City, OK",2024,11,-0.0097,-0.0121,0.2513,1079,890,1104
"Tulsa, OK","City",4075000,411938,"Oklahoma","Tulsa County","Tulsa, OK",2024,11,-0.0024,0.0493,0.306,1044,872,1085
"Kansas City, KS","City",2036000,155438,"Kansas","Wyandotte County","Kansas City, MO-KS",2024,11,-0.0115,-0.0067,0.1906,1111,840,1127
"Lenexa, KS","City",2039350,57497,"Kansas","Johnson County","Kansas City, MO-KS",2024,11,-0.0095,0.0255,0.314,1507,1344,1480
"Mission, KS","City",2047225,9894,"Kansas","Johnson County","Kansas City, MO-KS",2024,11,-0.0143,0.0085,0.1909,1211,1074,1355
"Olathe, KS","City",2052575,142114,"Kansas","Johnson County","Kansas City, MO-KS",2024,11,0.0014,0.0872,0.2949,1398,1187,1353
"Overland Park, KS","City",2053775,196676,"Kansas","Johnson County","Kansas City, MO-KS",2024,11,-0.0114,0.0503,0.3114,1486,1277,1614
"Shawnee, KS","City",2064500,67671,"Kansas","Johnson County","Kansas City, MO-KS",2024,11,-0.0111,0.0197,0.3298,1175,999,1209
"Topeka, KS","City",2071000,126431,"Kansas","Shawnee County","Topeka, KS",2024,11,-0.0259,0.0448,0.2063,1028,805,1054
"Wichita, KS","City",2079000,395951,"Kansas","Sedgwick County","Wichita, KS",2024,11,0.0074,0.0261,0.2456,1007,801,1033
"Bellevue, NE","City",3103950,63336,"Nebraska","Sarpy County","Omaha-Council Bluffs, NE-IA",2024,11,-0.0077,0.0621,0.3143,1296,1102,1277
"Lincoln, NE","City",3128000,290531,"Nebraska","Lancaster County","Lincoln, NE",2024,11,-0.0026,-0.0081,0.2703,1101,932,1117
"Omaha, NE","City",3137000,489201,"Nebraska","Douglas County","Omaha-Council Bluffs, NE-IA",2024,11,-0.0036,0.0233,0.2535,1237,1058,1293
"Papillion, NE","City",3138295,24016,"Nebraska","Sarpy County","Omaha-Council Bluffs, NE-IA",2024,11,-0.0048,0.0245,0.2481,1324,974,1325
"Sioux Falls, SD","City",4659020,193401,"South Dakota","Minnehaha County","Sioux Falls, SD",2024,11,0.0019,-0.0237,0.1928,945,822,954
"Fargo, ND","City",3825700,127319,"North Dakota","Cass County","Fargo, ND-MN",2024,11,-0.0056,-0.0315,0.1468,933,818,957
"Grand Forks, ND","City",3832060,58935,"North Dakota","Grand Forks County","Grand Forks, ND-MN",2024,11,-0.0013,0.0736,0.2043,1060,865,1084
"Baton Rouge, LA","City",2205000,225500,"Louisiana","East Baton Rouge Parish","Baton Rouge, LA",2024,11,-0.0053,0.0042,0.1967,1079,891,1109
"Lafayette, LA","City",2240735,121706,"Louisiana","Lafayette Parish","Lafayette, LA",2024,11,-0.0051,0.0034,0.2647,1044,889,1057
"Lake Charles, LA","City",2241155,82430,"Louisiana","Calcasieu Parish","Lake Charles, LA",2024,11,-0.0055,0.0065,0.0483,1015,778,1058
"New Orleans, LA","City",2255000,380408,"Louisiana","Orleans Parish","New Orleans-Metairie, LA",2024,11,0.015,0.0397,0.0839,1269,1067,1321
"Little Rock, AR","City",541000,202218,"Arkansas","Pulaski County","Little Rock-North Little Rock-Conway, AR",2024,11,-0.0071,0.016,0.2152,1077,916,1097
"North Little Rock, AR","City",550450,64454,"Arkansas","Pulaski County","Little Rock-North Little Rock-Conway, AR",2024,11,-0.0017,0.0097,0.2557,1097,882,1115
"Springdale, AR","City",566080,86705,"Arkansas","Washington County","Fayetteville-Springdale-Rogers, AR",2024,11,-0.007,-0.0485,0.3468,948,668,913
"Independence, MO","City",2935000,122218,"Missouri","Jackson County","Kansas City, MO-KS",2024,11,-0.0122,0.0988,0.3672,1229,1057,1221
"Kansas City, MO","City",2938000,505958,"Missouri","Jackson County","Kansas City, MO-KS",2024,11,9e-04,0.0243,0.1863,1307,1134,1338
"Lee's Summit, MO","City",2941348,101728,"Missouri","Jackson County","Kansas City, MO-KS",2024,11,-0.0037,0.0438,0.2494,1533,1323,1455
"Maryland Heights, MO","City",2946586,28099,"Missouri","St. Louis County","St. Louis, MO-IL",2024,11,-0.0088,-0.0103,0.1993,1357,1202,1431
"St. Louis, MO","City",2965000,298018,"Missouri","St. Louis city","St. Louis, MO-IL",2024,11,-0.0058,0.0147,0.0838,1087,965,1235
"Des Moines, IA","City",1921000,213164,"Iowa","Polk County","Des Moines-West Des Moines, IA",2024,11,-0.0168,0.0088,0.1027,1050,879,1098
"Waukee, IA","City",1982695,25045,"Iowa","Dallas County","Des Moines-West Des Moines, IA",2024,11,-0.0096,-0.0331,0.1024,1299,1175,1394
"West Des Moines, IA","City",1983910,68744,"Iowa","Polk County","Des Moines-West Des Moines, IA",2024,11,-0.0169,0.0133,0.1937,1181,1078,1189
"Blaine, MN","City",2706382,70047,"Minnesota","Anoka County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0089,0.0066,0.1548,1812,1287,1757
"Bloomington, MN","City",2706616,89244,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0021,-0.0027,0.0947,1466,1264,1566
"Brooklyn Park, MN","City",2707966,84951,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0042,0.0508,0.1464,1307,1178,1417
"Burnsville, MN","City",2708794,64075,"Minnesota","Dakota County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0021,0.0511,0.115,1553,1384,1689
"Eagan, MN","City",2717288,68262,"Minnesota","Dakota County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0064,0.0204,0.1232,1612,1349,1686
"Eden Prairie, MN","City",2718116,63623,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-5e-04,0.0244,0.0979,1849,1610,1868
"Edina, MN","City",2718188,53037,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0113,0.0623,0.0527,1812,1758,1864
"Fridley, MN","City",2722814,29731,"Minnesota","Anoka County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0012,0.0263,0.1266,1386,1240,1457
"Minneapolis, MN","City",2743000,426877,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0126,-0.0056,-0.0682,1342,1212,1569
"Minnetonka, MN","City",2743252,53529,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0112,-0.0044,0.0562,1757,1600,1834
"Plymouth, MN","City",2751730,79918,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0098,0.0037,0.1003,1636,1397,1715
"Rochester, MN","City",2754880,120848,"Minnesota","Olmsted County","Rochester, MN",2024,11,-0.0064,0.0016,0.1446,1250,1023,1225
"St. Cloud, MN","City",2756896,68910,"Minnesota","Stearns County","St. Cloud, MN",2024,11,-0.0084,0.0178,0.219,1062,893,1093
"St. Louis Park, MN","City",2757220,49500,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0039,0.0189,0.0861,1619,1425,1872
"St. Paul, MN","City",2758000,308806,"Minnesota","Ramsey County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0013,0.026,0.0423,1320,1193,1448
"West St. Paul, MN","City",2769700,20820,"Minnesota","Dakota County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0252,0.0285,0.0586,1300,1147,1465
"Woodbury, MN","City",2771428,75549,"Minnesota","Washington County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0028,0.0701,0.1526,1745,1603,1699
"Bloomington, IN","City",1805860,79006,"Indiana","Monroe County","Bloomington, IN",2024,11,0.0123,-0.0404,0.202,1195,1021,1197
"Carmel, IN","City",1810342,99453,"Indiana","Hamilton County","Indianapolis-Carmel-Anderson, IN",2024,11,-2e-04,-0.0089,0.283,1548,1376,1547
"Columbus, IN","City",1814734,50896,"Indiana","Bartholomew County","Columbus, IN",2024,11,0.0125,0.0548,0.3096,1296,1204,1350
"Evansville, IN","City",1822000,116906,"Indiana","Vanderburgh County","Evansville, IN-KY",2024,11,0.002,0.0312,0.3135,1069,854,1131
"Fishers, IN","City",1823278,99041,"Indiana","Hamilton County","Indianapolis-Carmel-Anderson, IN",2024,11,-0.0036,0.0029,0.2511,1613,1312,1587
"Fort Wayne, IN","City",1825000,264514,"Indiana","Allen County","Fort Wayne, IN",2024,11,-0.0159,0.0355,0.3108,1011,830,1031
"Greenwood, IN","City",1829898,63579,"Indiana","Johnson County","Indianapolis-Carmel-Anderson, IN",2024,11,0.0035,-0.0257,0.3156,1331,1053,1264
"Indianapolis, IN","City",1836003,882006,"Indiana","Marion County","Indianapolis-Carmel-Anderson, IN",2024,11,-0.0053,0.0091,0.2761,1221,1051,1244
"Jeffersonville, IN","City",1838358,49771,"Indiana","Clark County","Louisville/Jefferson County, KY-IN",2024,11,-0.0132,-0.0082,0.2113,1087,822,1119
"Mishawaka, IN","City",1849932,50899,"Indiana","St. Joseph County","South Bend-Mishawaka, IN-MI",2024,11,-0.0192,0.052,0.4413,1086,982,1146
"Noblesville, IN","City",1854180,70442,"Indiana","Hamilton County","Indianapolis-Carmel-Anderson, IN",2024,11,0.0047,-0.0077,0.3939,1388,1255,1369
"South Bend, IN","City",1871000,103084,"Indiana","St. Joseph County","South Bend-Mishawaka, IN-MI",2024,11,-0.0038,0.0025,0.351,1133,908,1145
"Chattanooga, TN","City",4714000,181288,"Tennessee","Hamilton County","Chattanooga, TN-GA",2024,11,-0.0079,-0.0037,0.2601,1193,1113,1180
"Clarksville, TN","City",4715160,167882,"Tennessee","Montgomery County","Clarksville, TN-KY",2024,11,-0.0096,0.068,0.4817,1186,918,1056
"Collierville, TN","City",4716420,51170,"Tennessee","Shelby County","Memphis, TN-MS-AR",2024,11,0.0026,0.0023,0.2375,1462,1310,1403
"Columbia, TN","City",4716540,42474,"Tennessee","Maury County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0219,-0.0196,0.2472,1087,794,1050
"Franklin, TN","City",4727740,83630,"Tennessee","Williamson County","Nashville-Davidson--Murfreesboro--Franklin, TN",2024,11,-0.0065,-0.0187,0.2211,1770,1648,1771
